ULOK,Nama Toko,Cabang,SPK End,ST Date,Has ST,Old Denda Days,Old Denda Amount,New Denda Days,New Denda Amount,Impact Days,Impact Amount,Impact Type,Skipped Days,Skipped Weekends,Skipped Holidays,Explanation
2PZ1-2508-0007,"MT Haryono Baru",TEGAL,2026-05-05,2026-05-08,Yes,0,0,2,2000000,2,2000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
IZ01-2602-0001,"WIRUN (NEW STORE REG)",CILACAP,2026-05-06,2026-04-20,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-1412-1P57-R,"PEMBANGUNAN SANGGAU",PONTIANAK,2026-05-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2422-1P57-R,"PEMBANGUNAN SANGGAU",PONTIANAK,2026-05-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2601-XC19-R,"BRIGJEN SAPTAJI NO 3",BOGOR,2026-05-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2601-XC19-R,"BRIGJEN SAPTAJI NO 3",BOGOR,2026-05-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2602-XB72-R,"PARUNG BANTENG",BOGOR,2026-05-06,2026-06-08,Yes,32,7500000,32,7500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
IZ01-2602-0006,"KALIDONAN",CILACAP,2026-05-07,2026-05-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
IZ01-2602-0006,"KALIDONAN",CILACAP,2026-05-07,2026-05-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
OZ01-2602-O010-R,"ALFAMART JL. PUCANGAN",KLATEN,2026-05-08,2026-07-03,Yes,53,7500000,53,7500000,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1AZ1-2601-0008-R,"LANGGAM PELALAWAN",PEKANBARU,2026-05-08,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2601-0008-R,"LANGGAM PELALAWAN",PEKANBARU,2026-05-08,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
OZ01-2602-O010-R,"ALFAMART JL. PUCANGAN",KLATEN,2026-05-08,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2601-0001,"Jl H Jian",PARUNG,2026-05-09,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1MZ1-2601-0001,"Jl H Jian",PARUNG,2026-05-09,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1PZ1-2602-0002,"DUSUN BALAI KARANGAN",PONTIANAK,2026-05-09,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1PZ1-2602-0002,"DUSUN BALAI KARANGAN - SANGGAU",PONTIANAK,2026-05-09,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
2VZ1-2603-R353-R,"AP PETTARANI WAJO",LUWU,2026-05-09,2026-05-11,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
2VZ1-2603-R531-R,"TANCUNG WAJO",LUWU,2026-05-09,2026-05-11,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
2VZ1-2603-R702-R,"ULUGALUNG WAJO",LUWU,2026-05-09,2026-05-11,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
2VZ1-2603-R614-R,"PANCA RIJANG SIDRAP",LUWU,2026-05-09,2026-05-11,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
CZ01-2601-0001,"PISANG BATU",BEKASI,2026-05-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2601-0001,"PISANG BATU",BEKASI,2026-05-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0002-R,"TELLULIMPOE WAJO",LUWU,2026-05-10,2026-04-14,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0002-R,"TELLULIMPOE WAJO",LUWU,2026-05-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2604-0002,"POROS ROMANGLOE",MAKASSAR,2026-05-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2602-0001,"DARK STORE CEMPAKA PUTIH ( PANGKALAN ASEM )",CILEUNGSI,2026-05-11,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2602-0001,"DARK STORE CEMPAKA PUTIH ( PANGKALAN ASEM )",CILEUNGSI,2026-05-11,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2602-0004,"DS grand depok city",BOGOR,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2602-0004,"DS grand depok city",BOGOR,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2511-0019,"NAGUR SERGAI",MEDAN,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2511-0019,"NAGUR SERGAI",MEDAN,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2603-0002,"ALFAMART LINTAS LAMANDAU",BANJARMASIN,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2603-0002,"ALFAMART LINTAS LAMANDAU",BANJARMASIN,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-2604-0006,"KENDAYAKAN",TEGAL,2026-05-12,2026-05-12,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-2604-0006,"KENDAYAKAN",TEGAL,2026-05-12,2026-05-12,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1SZ1-2603-0000,"PEMONGKONG",LOMBOK,2026-05-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0009,"TANGGUK BONGKAR",MEDAN,2026-05-13,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
WZ01-2602-0009,"Tangguk Bongkar",MEDAN,2026-05-13,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
2AZ1-2602-0001,"ALFAMART KUDU",REMBANG,2026-05-14,2026-05-28,Yes,13,7500000,13,7500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2AZ1-2602-0001,"ALFAMART KUDU",REMBANG,2026-05-14,2026-05-28,Yes,0,0,13,7500000,13,7500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
XZ01-2601-XB27-R,"KEDUNG WARINGIN",BOGOR,2026-05-14,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2601-XB27-R,"KEDUNG WARINGIN",BOGOR,2026-05-14,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-2602-0005,"HARJASARI SURADADI",TEGAL,2026-05-15,2026-05-13,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
2PZ1-2602-0005,"HARJASARI SURADADI",TEGAL,2026-05-15,2026-05-13,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1SZ1-2603-0004,"PEMONGKONG",LOMBOK,2026-05-15,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1GZ1-2603-1G1I-R,"MANTUIL",BANJARMASIN,2026-05-16,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1GZ1-2603-1G1I-R,"MANTUIL",BANJARMASIN,2026-05-16,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
WZ01-2601-0003,"JALAN PANTAI LABU",MEDAN,2026-05-16,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
WZ01-2601-0003,"JALAN PANTAI LABU",MEDAN,2026-05-16,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
JZ01-2603-0001,"Stasiun KCIC Halim",CILEUNGSI,2026-05-16,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2603-0024,"BALUN IJUK",BANGKA,2026-05-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2603-0002,"PAHLAWAN REVOLUSI",CILEUNGSI,2026-05-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2603-0002,"PAHLAWAN REVOLUSI",CILEUNGSI,2026-05-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2604-JA77-R,"H MIRAN",CILEUNGSI,2026-05-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1DZ1-2601-0001-R,"PANCURAN GADING",JAMBI,2026-05-18,2026-05-23,Yes,4,4000000,4,4000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1DZ1-2601-0001-R,"PANCURAN GADING",JAMBI,2026-05-18,2026-05-23,Yes,0,0,4,4000000,4,4000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
JZ01-2601-0005,"WIJAYA KUSUMA TERATAI",CILEUNGSI,2026-05-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2601-0005,"WIJAYA KUSUMA TERATAI",CILEUNGSI,2026-05-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0025,"WARINGIN SERGEI",MEDAN,2026-05-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0025,"WARINGIN SERGEI",MEDAN,2026-05-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2604-0003,"SOREK RAYA",PEKANBARU,2026-05-19,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1AZ1-2604-0003,"SOREK RAYA",PEKANBARU,2026-05-19,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
RZ01-2604-0002,"POROS ROMANGLOE",MAKASSAR,2026-05-19,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1PZ1-2509-0007,"TANAH MERAH",PONTIANAK,2026-05-19,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0007,"TANAH MERAH",PONTIANAK,2026-05-19,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2510-0004,"DEMBE DUA KOTA UTARA",GORONTALO,2026-05-20,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1JZ1-2601-0001,"KALIJAYA",KARAWANG,2026-05-20,2026-05-21,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1JZ1-2601-0001,"KALIJAYA",KARAWANG,2026-05-20,2026-05-21,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2510-0004,"DEMBE DUA KOTA UTARA",GORONTALO,2026-05-20,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
RZ01-2603-0007,"BONTOSUNGGU GOWA",MAKASSAR,2026-05-20,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2603-0007,"BONTOSUNGGU GOWA",MAKASSAR,2026-05-20,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1SZ1-1S38-0000-R,"SEKOTONG",LOMBOK,2026-05-21,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2604-0004,"SEBANGAU",BANJARMASIN,2026-05-22,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
2SZ1-2507-0010,"DULOMO SELATAN",GORONTALO,2026-05-22,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
2SZ1-2507-0010,"DULOMO SELATAN",GORONTALO,2026-05-22,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1JZ1-2605-CC78-R,"SIRNABAYA_KARAWANG",KARAWANG,2026-05-23,2026-06-04,Yes,10,7500000,10,7500000,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1JZ1-2605-CC78-R,"SIRNABAYA",KARAWANG,2026-05-23,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1GZ1-2604-0004,"SEBANGAU",BANJARMASIN,2026-05-23,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1GZ1-2603-0001,"CABI RAYA",BANJARMASIN,2026-05-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2603-0001,"CABI RAYA",BANJARMASIN,2026-05-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0003,"SEBA-SEBA LUWU",LUWU,2026-05-24,2026-05-26,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0003,"SEBA-SEBA LUWU",LUWU,2026-05-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0006,"LARA LUWU UTARA",LUWU,2026-05-24,2026-05-25,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2603-0001,"DS. UJUNG PANDANG",MAKASSAR,2026-05-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2603-0001,"DS UJUNG PANDANG",MAKASSAR,2026-05-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2605-L646-R,"TEUKU UMAR PENENGAHAN",LAMPUNG,2026-05-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1YZ1-2604-0001,"WENANG MANADO",MANADO,2026-05-25,2026-06-30,Yes,20,7500000,35,7500000,15,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1YZ1-2604-0001,"WENANG MANADO",MANADO,2026-05-25,2026-06-15,Yes,0,0,20,7500000,20,7500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0006,"LARA LUWU UTARA",LUWU,2026-05-25,2026-05-25,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2603-XB45-R,"CIMAHPAR BOGOR",BOGOR,2026-05-26,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
XZ01-2603-XB45-R,"CIMAHPAR BOGOR",BOGOR,2026-05-26,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
XZ01-2603-XB56-R,"KEDUNGMANGU",BOGOR,2026-05-26,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
XZ01-2603-XB56-R,"KEDUNGMANGU",BOGOR,2026-05-26,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
2VZ1-2605-R413-R,"KELAPA PALOPO",LUWU,2026-05-26,2026-05-26,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
2AZ1-2603-0001,"SAT BUMIMULYO PATI",REMBANG,2026-05-26,2026-05-26,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
2AZ1-2603-0001,"SAT BUMIMULYO PATI",REMBANG,2026-05-26,2026-05-26,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
RZ01-2512-0003,"TAROADA MAROS",MAKASSAR,2026-05-27,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2512-0003,"TAROADA MAROS",MAKASSAR,2026-05-27,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2602-0001,"ALFAMART PULPIS MANTEREN",BANJARMASIN,2026-05-28,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2602-0001,"ALFAMART PULPIS MANTEREN",BANJARMASIN,2026-05-28,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0010,"GRIGIT",MEDAN,2026-05-28,2026-06-30,Yes,32,7500000,32,7500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0010,"GRIGIT",MEDAN,2026-05-28,2026-06-30,Yes,0,0,32,7500000,32,7500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
1JZ1-2605-1JK5-R,"RAYA KERTASARI",KARAWANG,2026-05-29,2026-06-03,Yes,2,2000000,1,1000000,-1,-1000000,REDUCTION,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2JZ1-2603-0003,"GUNUNG JAYA",CIANJUR,2026-05-29,2026-06-02,Yes,1,1000000,0,0,-1,-1000000,REDUCTION,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2JZ1-2603-0003,"GUNUNG JAYA",CIANJUR,2026-05-29,2026-06-02,Yes,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
KZ01-2601-0002,"KORINDO",BINTAN,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
KZ01-2601-0002,"KORINDO",BINTAN,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
1JZ1-2604-0001,"RAYA DEWI AIR_KARAWANG",KARAWANG,2026-05-30,2026-06-05,Yes,3,3000000,3,3000000,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
1JZ1-2604-0001,"RAYA DEWI AIR_KARAWANG",KARAWANG,2026-05-30,2026-06-04,Yes,0,0,2,2000000,2,2000000,INCREASE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
1YZ1-2603-0001,"A.A. MARAMIS BITUNG",MANADO,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
1YZ1-2603-0001,"A.A. MARAMIS BITUNG",MANADO,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
XZ01-2601-X330-R,"PEKAPURAN PABUARAN",BOGOR,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
XZ01-2601-X330-R,"PEKAPURAN PABUARAN",BOGOR,2026-05-30,,No,0,0,0,0,0,0,NO_CHANGE,2,1,1,"SPK+2 (1 weekend, 1 libur nasional)"
Z001-2605-0001,"TestFile",HEAD OFFICE,2026-05-31,2026-05-21,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
UZ01-2602-0010,"KPG OESAPA BARU",NTT,2026-05-31,2026-06-17,Yes,16,7500000,15,7500000,-1,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
UZ01-2602-0010,"KPG OESAPA BARU",NTT,2026-05-31,2026-06-17,Yes,0,0,15,7500000,15,7500000,INCREASE,1,0,1,"SPK+1 (1 libur nasional)"
2VZ1-2605-R378-R,"JENSUD DLUX PALOPO",LUWU,2026-06-02,2026-06-02,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
2VZ1-2603-0005,"RADDA LUTRA",LUWU,2026-06-02,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2JZ1-1903-0012-R,"TOKO DC CIANJUR",CIANJUR,2026-06-03,2026-06-04,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2JZ1-1903-0012-R,"TOKO DC CIANJUR",CIANJUR,2026-06-03,2026-06-04,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2603-PC27-R,"TANJUNG RAJA 3",PALEMBANG,2026-06-03,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2603-PC27-R,"TANJUNG RAJA 3",PALEMBANG,2026-06-03,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2511-0004-R,"LAWANG WETAN - MUSI BANYUASIN",PALEMBANG,2026-06-03,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2603-PC28-R,"LAWANG WETAN - MUSI BANYUASIN",PALEMBANG,2026-06-03,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0006-R,"MELATI PUTIH PEKANBARU",PEKANBARU,2026-06-03,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0006,"ALFA MELATI PUTIH",PEKANBARU,2026-06-03,2026-06-01,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
TZ01-2603-TC56-R,"GOP 9",BALARAJA,2026-06-03,2026-06-02,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
