"id","id_gantt","kategori_pekerjaan"
1470,112,PEKERJAAN TAMBAHAN
2507,173,PEKERJAAN PLUMBING
2508,173,PEKERJAAN ATAP
2509,173,"PEKERJAAN KUSEN, PINTU & KACA"
2510,173,PEKERJAAN FINISHING
2511,173,PEKERJAAN TAMBAHAN
1509,43,PEKERJAAN KERAMIK
1510,43,PEKERJAAN SANITARY & ACECORIES
1511,43,PEKERJAAN ATAP
1512,43,"PEKERJAAN KUSEN, PINTU & KACA"
1513,43,PEKERJAAN FINISHING
1514,43,PEKERJAAN AREA TERBUKA
1515,43,PEKERJAAN TAMBAHAN
1516,43,PEKERJAAN PLUMBING
1531,115,INSTALASI
1532,115,FIXTURE
1533,115,PEKERJAAN TAMBAHAN
2427,46,PEKERJAAN PERSIAPAN
2428,46,PEKERJAAN BOBOKAN / BONGKARAN
2429,46,PEKERJAAN TANAH
2430,46,PEKERJAAN PONDASI & BETON
2431,46,PEKERJAAN PASANGAN
2432,46,PEKERJAAN BESI
2433,46,PEKERJAAN KERAMIK
2434,46,PEKERJAAN PLUMBING
2435,46,PEKERJAAN SANITARY & ACECORIES
2436,46,PEKERJAAN JANITOR
2437,46,PEKERJAAN ATAP
2438,46,"PEKERJAAN KUSEN, PINTU & KACA"
2439,46,PEKERJAAN FINISHING
1548,117,INSTALASI
1549,117,FIXTURE
1550,117,PEKERJAAN TAMBAHAN
2440,46,PEKERJAAN AREA TERBUKA
2444,171,PEKERJAAN PERSIAPAN
2445,171,PEKERJAAN BOBOKAN / BONGKARAN
2446,171,PEKERJAAN PASANGAN
2447,171,PEKERJAAN KERAMIK
2448,171,PEKERJAAN FINISHING
2449,171,PEKERJAAN BEANSPOT
2450,171,PEKERJAAN TAMBAHAN
2451,171,PEKERJAAN BESI
2512,167,PEKERJAAN PERSIAPAN
2513,167,PEKERJAAN BOBOKAN / BONGKARAN
2514,167,PEKERJAAN TANAH
2515,167,PEKERJAAN PONDASI & BETON
2516,167,PEKERJAAN PASANGAN
2517,167,PEKERJAAN BESI
2518,167,PEKERJAAN KERAMIK
2519,167,PEKERJAAN PLUMBING
2520,167,PEKERJAAN SANITARY & ACECORIES
2521,167,PEKERJAAN ATAP
2522,167,"PEKERJAAN KUSEN, PINTU & KACA"
2523,167,PEKERJAAN FINISHING
2524,167,PEKERJAAN AREA TERBUKA
2525,167,PEKERJAAN TAMBAHAN
2526,174,PEKERJAAN PERSIAPAN
2527,174,PEKERJAAN TANAH
2528,174,PEKERJAAN PONDASI & BETON
2529,174,PEKERJAAN PASANGAN
2530,174,PEKERJAAN BESI
2531,174,PEKERJAAN KERAMIK
2532,174,PEKERJAAN PLUMBING
2533,174,PEKERJAAN SANITARY & ACECORIES
2534,174,PEKERJAAN JANITOR
2535,174,PEKERJAAN ATAP
1589,84,PEKERJAAN PERSIAPAN
1590,84,PEKERJAAN BOBOKAN / BONGKARAN
1591,84,PEKERJAAN TANAH
1592,84,PEKERJAAN PONDASI & BETON
1593,84,PEKERJAAN PASANGAN
1594,84,PEKERJAAN BESI
1595,84,PEKERJAAN KERAMIK
1596,84,PEKERJAAN PLUMBING
1597,84,PEKERJAAN SANITARY & ACECORIES
1598,84,PEKERJAAN JANITOR
1599,84,PEKERJAAN ATAP
1600,84,"PEKERJAAN KUSEN, PINTU & KACA"
1601,84,PEKERJAAN FINISHING
1602,84,PEKERJAAN BEANSPOT
1603,84,PEKERJAAN TAMBAHAN
1604,84,PEKERJAAN AREA TERBUKA
1605,120,PEKERJAAN PERSIAPAN
1606,120,PEKERJAAN BOBOKAN / BONGKARAN
1607,120,PEKERJAAN TANAH
1608,120,PEKERJAAN PONDASI & BETON
1609,120,PEKERJAAN PASANGAN
1610,120,PEKERJAAN BESI
1611,120,PEKERJAAN KERAMIK
1612,120,PEKERJAAN PLUMBING
1613,120,PEKERJAAN SANITARY & ACECORIES
1614,120,PEKERJAAN JANITOR
1615,120,PEKERJAAN ATAP
1616,120,"PEKERJAAN KUSEN, PINTU & KACA"
1617,120,PEKERJAAN FINISHING
1618,120,PEKERJAAN BEANSPOT
1619,120,PEKERJAAN AREA TERBUKA
1620,120,PEKERJAAN TAMBAHAN
1621,121,PEKERJAAN PERSIAPAN
1622,121,PEKERJAAN BOBOKAN / BONGKARAN
1623,121,PEKERJAAN TAMBAHAN
1624,121,PEKERJAAN BEANSPOT
1625,121,PEKERJAAN PASANGAN
1626,121,PEKERJAAN FINISHING
1627,122,INSTALASI
1628,122,FIXTURE
1629,122,PEKERJAAN TAMBAHAN
1661,118,PEKERJAAN PERSIAPAN
1662,118,PEKERJAAN BOBOKAN / BONGKARAN
1663,118,PEKERJAAN TANAH
1664,118,PEKERJAAN PONDASI & BETON
1665,118,PEKERJAAN PASANGAN
1666,118,PEKERJAAN BESI
1667,118,PEKERJAAN KERAMIK
1668,118,PEKERJAAN PLUMBING
1669,118,PEKERJAAN SANITARY & ACECORIES
1670,118,PEKERJAAN JANITOR
1671,118,PEKERJAAN ATAP
1672,118,"PEKERJAAN KUSEN, PINTU & KACA"
1673,118,PEKERJAAN FINISHING
1674,118,PEKERJAAN BEANSPOT
1675,118,PEKERJAAN AREA TERBUKA
1676,118,PEKERJAAN TAMBAHAN
1677,124,INSTALASI
1678,124,FIXTURE
1679,124,PEKERJAAN TAMBAHAN
1680,125,INSTALASI
1681,125,FIXTURE
1682,125,PEKERJAAN TAMBAHAN
1683,126,PEKERJAAN PERSIAPAN
1684,126,PEKERJAAN TANAH
1685,126,PEKERJAAN PONDASI & BETON
1686,126,PEKERJAAN TAMBAHAN
1687,126,PEKERJAAN PASANGAN
1688,126,PEKERJAAN BESI
1689,126,PEKERJAAN KERAMIK
1690,126,PEKERJAAN PLUMBING
1691,126,PEKERJAAN SANITARY & ACECORIES
1692,126,PEKERJAAN ATAP
1693,126,"PEKERJAAN KUSEN, PINTU & KACA"
1694,126,PEKERJAAN FINISHING
1695,126,PEKERJAAN AREA TERBUKA
1711,128,PEKERJAAN PERSIAPAN
1712,128,PEKERJAAN BOBOKAN / BONGKARAN
1713,128,PEKERJAAN TANAH
1714,128,PEKERJAAN PONDASI & BETON
1715,128,PEKERJAAN PASANGAN
1716,128,PEKERJAAN BESI
1717,128,PEKERJAAN KERAMIK
1718,128,PEKERJAAN PLUMBING
1719,128,PEKERJAAN SANITARY & ACECORIES
1720,128,PEKERJAAN ATAP
1721,128,"PEKERJAAN KUSEN, PINTU & KACA"
1722,128,PEKERJAAN FINISHING
1723,128,PEKERJAAN BEANSPOT
1724,128,PEKERJAAN AREA TERBUKA
1725,128,PEKERJAAN TAMBAHAN
1726,129,INSTALASI
1727,129,FIXTURE
1728,129,PEKERJAAN TAMBAHAN
1729,107,INSTALASI
1730,107,FIXTURE
1731,97,PEKERJAAN PERSIAPAN
1732,97,PEKERJAAN BOBOKAN / BONGKARAN
1733,97,PEKERJAAN TANAH
1734,97,PEKERJAAN PONDASI & BETON
1735,97,PEKERJAAN PASANGAN
1736,97,PEKERJAAN BESI
1737,97,PEKERJAAN KERAMIK
1738,97,PEKERJAAN PLUMBING
1739,97,PEKERJAAN ATAP
1740,97,PEKERJAAN FINISHING
1741,97,PEKERJAAN BEANSPOT
1742,97,PEKERJAAN TAMBAHAN
1743,97,"PEKERJAAN KUSEN, PINTU & KACA"
1744,106,PEKERJAAN PERSIAPAN
1745,106,PEKERJAAN PASANGAN
1746,106,PEKERJAAN PONDASI & BETON
1747,106,PEKERJAAN FINISHING
1748,106,"PEKERJAAN KUSEN, PINTU & KACA"
1749,106,PEKERJAAN PLUMBING
1750,106,PEKERJAAN ATAP
1751,106,PEKERJAAN TAMBAHAN
1752,130,INSTALASI
1753,130,FIXTURE
1754,130,PEKERJAAN TAMBAHAN
1842,133,PEKERJAAN PERSIAPAN
1843,133,PEKERJAAN BOBOKAN / BONGKARAN
1844,133,PEKERJAAN TANAH
1845,133,PEKERJAAN PONDASI & BETON
1846,133,PEKERJAAN PASANGAN
1847,133,PEKERJAAN BESI
1848,133,PEKERJAAN KERAMIK
1849,133,PEKERJAAN PLUMBING
1850,133,PEKERJAAN SANITARY & ACECORIES
1851,133,PEKERJAAN ATAP
1852,133,"PEKERJAAN KUSEN, PINTU & KACA"
1853,133,PEKERJAAN FINISHING
1854,133,PEKERJAAN BEANSPOT
1855,133,PEKERJAAN AREA TERBUKA
1856,133,PEKERJAAN TAMBAHAN
1882,138,INSTALASI
1883,138,FIXTURE
1772,131,INSTALASI
1773,131,FIXTURE
1774,131,PEKERJAAN TAMBAHAN
1775,131,PEKERJAAN PERSIAPAN
1776,131,PEKERJAAN BOBOKAN / BONGKARAN
1777,131,PEKERJAAN TANAH
1778,131,PEKERJAAN PONDASI & BETON
1779,131,PEKERJAAN PASANGAN
1780,131,PEKERJAAN BESI
1781,131,PEKERJAAN KERAMIK
1782,131,PEKERJAAN PLUMBING
1783,131,PEKERJAAN SANITARY & ACECORIES
1784,131,PEKERJAAN JANITOR
1785,131,PEKERJAAN ATAP
1786,131,"PEKERJAAN KUSEN, PINTU & KACA"
1787,131,PEKERJAAN FINISHING
1788,131,PEKERJAAN AREA TERBUKA
1789,87,PEKERJAAN PERSIAPAN
1790,87,PEKERJAAN BOBOKAN / BONGKARAN
1791,87,PEKERJAAN TANAH
1792,87,PEKERJAAN PONDASI & BETON
1793,87,PEKERJAAN PASANGAN
1794,87,PEKERJAAN BESI
1795,87,PEKERJAAN KERAMIK
1796,87,PEKERJAAN PLUMBING
1797,87,PEKERJAAN JANITOR
1798,87,PEKERJAAN ATAP
1799,87,PEKERJAAN TAMBAHAN
1800,87,PEKERJAAN BEANSPOT
1801,68,INSTALASI
1802,68,FIXTURE
1803,68,PEKERJAAN TAMBAHAN
1884,138,PEKERJAAN TAMBAHAN
2452,170,INSTALASI
2453,170,FIXTURE
2454,170,PEKERJAAN TAMBAHAN
2536,174,"PEKERJAAN KUSEN, PINTU & KACA"
2537,174,PEKERJAAN FINISHING
2538,174,PEKERJAAN AREA TERBUKA
2539,174,PEKERJAAN TAMBAHAN
1970,116,PEKERJAAN ATAP
1971,116,"PEKERJAAN KUSEN, PINTU & KACA"
1972,116,PEKERJAAN FINISHING
2455,114,PEKERJAAN PERSIAPAN
2456,114,PEKERJAAN TANAH
2457,114,PEKERJAAN PONDASI & BETON
2036,144,PEKERJAAN PERSIAPAN
2037,144,PEKERJAAN BOBOKAN / BONGKARAN
2038,144,PEKERJAAN TANAH
2039,144,PEKERJAAN PONDASI & BETON
2040,144,PEKERJAAN PASANGAN
2041,144,PEKERJAAN KERAMIK
2042,144,PEKERJAAN BESI
2043,144,PEKERJAAN TAMBAHAN
2044,144,PEKERJAAN FINISHING
2045,144,"PEKERJAAN KUSEN, PINTU & KACA"
2046,144,PEKERJAAN ATAP
2047,144,PEKERJAAN AREA TERBUKA
2048,144,PEKERJAAN SANITARY & ACECORIES
2049,144,PEKERJAAN PLUMBING
2050,145,INSTALASI
2051,145,FIXTURE
2052,145,PEKERJAAN TAMBAHAN
2053,146,PEKERJAAN PERSIAPAN
2054,146,PEKERJAAN BOBOKAN / BONGKARAN
2055,146,PEKERJAAN TANAH
2056,146,PEKERJAAN PONDASI & BETON
2057,146,PEKERJAAN PASANGAN
2058,146,PEKERJAAN BESI
2059,146,PEKERJAAN KERAMIK
2060,146,PEKERJAAN PLUMBING
2061,146,PEKERJAAN SANITARY & ACECORIES
2062,146,PEKERJAAN ATAP
2063,146,"PEKERJAAN KUSEN, PINTU & KACA"
2064,146,PEKERJAAN FINISHING
2065,146,PEKERJAAN AREA TERBUKA
2066,146,PEKERJAAN TAMBAHAN
2067,147,PEKERJAAN PERSIAPAN
2068,147,PEKERJAAN BOBOKAN / BONGKARAN
2069,147,PEKERJAAN TANAH
2070,147,PEKERJAAN PONDASI & BETON
2071,147,PEKERJAAN PASANGAN
2072,147,PEKERJAAN BESI
2073,147,PEKERJAAN TAMBAHAN
2074,147,PEKERJAAN AREA TERBUKA
2075,147,PEKERJAAN FINISHING
2076,147,PEKERJAAN ATAP
2077,147,PEKERJAAN KERAMIK
2078,148,PEKERJAAN PERSIAPAN
2079,148,PEKERJAAN BOBOKAN / BONGKARAN
2080,148,PEKERJAAN PASANGAN
2081,148,PEKERJAAN PONDASI & BETON
2082,148,PEKERJAAN KERAMIK
2083,148,"PEKERJAAN KUSEN, PINTU & KACA"
2084,148,PEKERJAAN FINISHING
2458,114,PEKERJAAN PASANGAN
2459,114,PEKERJAAN BESI
2460,114,PEKERJAAN KERAMIK
2461,114,PEKERJAAN PLUMBING
2462,114,PEKERJAAN SANITARY & ACECORIES
2463,114,PEKERJAAN JANITOR
2464,114,PEKERJAAN ATAP
2465,114,"PEKERJAAN KUSEN, PINTU & KACA"
2466,114,PEKERJAAN FINISHING
2467,114,PEKERJAAN AREA TERBUKA
2468,114,PEKERJAAN TAMBAHAN
2540,175,PEKERJAAN PERSIAPAN
2541,175,PEKERJAAN BOBOKAN / BONGKARAN
2542,175,PEKERJAAN TANAH
2099,150,INSTALASI
2100,150,FIXTURE
2101,150,PEKERJAAN TAMBAHAN
2543,175,PEKERJAAN PONDASI & BETON
2544,175,PEKERJAAN PASANGAN
2545,175,PEKERJAAN BESI
2105,142,INSTALASI
2106,142,FIXTURE
2107,142,PEKERJAAN TAMBAHAN
2108,151,INSTALASI
2109,151,FIXTURE
2110,151,PEKERJAAN PERSIAPAN
2111,151,PEKERJAAN BOBOKAN / BONGKARAN
2112,151,PEKERJAAN TANAH
2113,151,PEKERJAAN PONDASI & BETON
2114,151,PEKERJAAN PASANGAN
2115,151,PEKERJAAN BESI
2116,151,PEKERJAAN KERAMIK
2117,151,PEKERJAAN PLUMBING
2118,151,PEKERJAAN SANITARY & ACECORIES
2119,151,PEKERJAAN ATAP
2120,151,"PEKERJAAN KUSEN, PINTU & KACA"
2121,151,PEKERJAAN FINISHING
2122,151,PEKERJAAN BEANSPOT
2123,151,PEKERJAAN AREA TERBUKA
2124,151,PEKERJAAN TAMBAHAN
2125,152,INSTALASI
2126,152,FIXTURE
2127,153,PEKERJAAN PERSIAPAN
2128,153,PEKERJAAN BOBOKAN / BONGKARAN
2129,153,PEKERJAAN PASANGAN
2130,153,PEKERJAAN KERAMIK
2131,153,PEKERJAAN PLUMBING
2132,153,PEKERJAAN ATAP
2133,153,PEKERJAAN FINISHING
2134,153,PEKERJAAN BEANSPOT
2135,153,PEKERJAAN TAMBAHAN
2136,154,INSTALASI
2137,154,FIXTURE
2138,154,PEKERJAAN TAMBAHAN
2546,175,PEKERJAAN KERAMIK
2547,175,PEKERJAAN PLUMBING
2548,175,PEKERJAAN SANITARY & ACECORIES
2549,175,PEKERJAAN ATAP
2550,175,"PEKERJAAN KUSEN, PINTU & KACA"
2551,175,PEKERJAAN FINISHING
2552,175,PEKERJAAN AREA TERBUKA
2553,175,PEKERJAAN TAMBAHAN
2554,175,PEKERJAAN BEANSPOT
2153,156,INSTALASI
2154,156,FIXTURE
2155,156,PEKERJAAN TAMBAHAN
2156,157,INSTALASI
2157,157,FIXTURE
2158,157,PEKERJAAN TAMBAHAN
2469,172,INSTALASI
2174,143,PEKERJAAN PERSIAPAN
2470,172,FIXTURE
2471,172,PEKERJAAN TAMBAHAN
2555,83,PEKERJAAN PERSIAPAN
2178,159,PEKERJAAN PERSIAPAN
2179,159,PEKERJAAN BOBOKAN / BONGKARAN
2180,159,PEKERJAAN TANAH
2181,159,PEKERJAAN PONDASI & BETON
2182,159,PEKERJAAN PASANGAN
2183,159,PEKERJAAN BESI
2184,159,PEKERJAAN TAMBAHAN
2185,159,PEKERJAAN ATAP
2186,159,PEKERJAAN BEANSPOT
2187,159,PEKERJAAN PLUMBING
2188,159,PEKERJAAN SANITARY & ACECORIES
2189,159,PEKERJAAN JANITOR
2190,159,"PEKERJAAN KUSEN, PINTU & KACA"
2191,159,PEKERJAAN FINISHING
2192,159,PEKERJAAN AREA TERBUKA
2193,141,PEKERJAAN PERSIAPAN
2194,141,PEKERJAAN BOBOKAN / BONGKARAN
2195,141,PEKERJAAN TANAH
2196,141,PEKERJAAN PONDASI & BETON
2197,141,PEKERJAAN PASANGAN
2198,141,PEKERJAAN BESI
2199,141,PEKERJAAN KERAMIK
2200,141,PEKERJAAN PLUMBING
2201,141,PEKERJAAN SANITARY & ACECORIES
2202,141,PEKERJAAN JANITOR
2203,141,PEKERJAAN ATAP
2204,141,"PEKERJAAN KUSEN, PINTU & KACA"
2205,141,PEKERJAAN FINISHING
2206,141,PEKERJAAN BEANSPOT
2207,141,PEKERJAAN AREA TERBUKA
2208,141,PEKERJAAN TAMBAHAN
2209,160,PEKERJAAN PERSIAPAN
2210,160,PEKERJAAN BOBOKAN / BONGKARAN
2211,160,PEKERJAAN PASANGAN
2212,160,PEKERJAAN KERAMIK
2213,160,PEKERJAAN PLUMBING
2214,160,PEKERJAAN SANITARY & ACECORIES
2215,160,PEKERJAAN ATAP
2216,160,PEKERJAAN FINISHING
2217,160,PEKERJAAN BEANSPOT
2218,160,PEKERJAAN TAMBAHAN
2219,161,INSTALASI
2220,161,FIXTURE
2221,161,PEKERJAAN TAMBAHAN
2222,149,PEKERJAAN PERSIAPAN
2223,162,INSTALASI
2224,162,FIXTURE
2225,162,PEKERJAAN SBO
2226,163,PEKERJAAN PERSIAPAN
2227,163,PEKERJAAN BOBOKAN / BONGKARAN
2228,163,PEKERJAAN PONDASI & BETON
2229,163,PEKERJAAN PASANGAN
2230,163,PEKERJAAN BESI
2231,163,PEKERJAAN PLUMBING
2232,163,PEKERJAAN JANITOR
2233,163,"PEKERJAAN KUSEN, PINTU & KACA"
2234,163,PEKERJAAN FINISHING
2235,163,PEKERJAAN BEANSPOT
2236,163,PEKERJAAN AREA TERBUKA
2237,163,PEKERJAAN TAMBAHAN
2238,164,PEKERJAAN PERSIAPAN
2239,164,PEKERJAAN BOBOKAN / BONGKARAN
2240,164,PEKERJAAN TANAH
2241,164,PEKERJAAN PONDASI & BETON
2242,164,PEKERJAAN PASANGAN
2243,164,PEKERJAAN TAMBAHAN
2244,164,PEKERJAAN KERAMIK
2245,164,PEKERJAAN BESI
2246,164,PEKERJAAN PLUMBING
2247,164,PEKERJAAN SANITARY & ACECORIES
2248,164,PEKERJAAN ATAP
2249,164,"PEKERJAAN KUSEN, PINTU & KACA"
2250,164,PEKERJAAN FINISHING
2251,164,PEKERJAAN AREA TERBUKA
2252,164,PEKERJAAN BEANSPOT
2253,165,PEKERJAAN PERSIAPAN
2254,165,PEKERJAAN BOBOKAN / BONGKARAN
2255,165,PEKERJAAN TAMBAHAN
2256,165,PEKERJAAN FINISHING
2257,165,PEKERJAAN BESI
2258,123,PEKERJAAN PERSIAPAN
2259,123,PEKERJAAN BOBOKAN / BONGKARAN
2260,123,PEKERJAAN TANAH
2261,123,PEKERJAAN TAMBAHAN
2262,123,PEKERJAAN PONDASI & BETON
2263,123,PEKERJAAN BESI
2264,123,PEKERJAAN PASANGAN
2265,123,PEKERJAAN PLUMBING
2266,123,PEKERJAAN KERAMIK
2267,123,PEKERJAAN SANITARY & ACECORIES
2268,123,PEKERJAAN ATAP
2269,123,"PEKERJAAN KUSEN, PINTU & KACA"
2270,123,PEKERJAAN FINISHING
2271,123,PEKERJAAN BEANSPOT
2272,123,PEKERJAAN AREA TERBUKA
2556,83,PEKERJAAN PASANGAN
2557,83,PEKERJAAN KERAMIK
2558,83,PEKERJAAN PLUMBING
2276,166,PEKERJAAN PERSIAPAN
2277,166,PEKERJAAN BOBOKAN / BONGKARAN
2278,166,PEKERJAAN TAMBAHAN
2279,166,PEKERJAAN BESI
2280,166,PEKERJAAN FINISHING
2293,136,PEKERJAAN PERSIAPAN
2294,136,PEKERJAAN BOBOKAN / BONGKARAN
2295,136,PEKERJAAN TANAH
2296,136,PEKERJAAN PONDASI & BETON
2297,136,PEKERJAAN PASANGAN
2298,136,PEKERJAAN BESI
2299,136,PEKERJAAN KERAMIK
2300,136,PEKERJAAN PLUMBING
2301,136,PEKERJAAN SANITARY & ACECORIES
2302,136,PEKERJAAN ATAP
2303,136,"PEKERJAAN KUSEN, PINTU & KACA"
2304,136,PEKERJAAN FINISHING
2305,136,PEKERJAAN TAMBAHAN
2306,136,PEKERJAAN BEANSPOT
2307,136,PEKERJAAN AREA TERBUKA
2308,137,INSTALASI
2309,137,FIXTURE
2310,137,PEKERJAAN TAMBAHAN
2311,80,INSTALASI
2312,80,FIXTURE
2559,83,PEKERJAAN SANITARY & ACECORIES
2560,83,"PEKERJAAN KUSEN, PINTU & KACA"
2561,83,PEKERJAAN FINISHING
2562,83,PEKERJAAN BEANSPOT
2563,83,PEKERJAAN TAMBAHAN
2564,83,PEKERJAAN BOBOKAN / BONGKARAN
2565,83,PEKERJAAN TANAH
2566,83,PEKERJAAN PONDASI & BETON
2313,80,PEKERJAAN TAMBAHAN
2314,127,PEKERJAAN PERSIAPAN
2315,127,PEKERJAAN BOBOKAN / BONGKARAN
2316,127,PEKERJAAN TANAH
2317,127,PEKERJAAN PONDASI & BETON
2318,127,PEKERJAAN PASANGAN
2319,127,PEKERJAAN BESI
2320,127,PEKERJAAN PLUMBING
2321,127,PEKERJAAN SANITARY & ACECORIES
2322,127,PEKERJAAN JANITOR
2323,127,PEKERJAAN ATAP
2324,127,"PEKERJAAN KUSEN, PINTU & KACA"
2325,127,PEKERJAAN FINISHING
2326,127,PEKERJAAN BEANSPOT
2327,127,PEKERJAAN AREA TERBUKA
2328,127,PEKERJAAN TAMBAHAN
2329,113,PEKERJAAN PERSIAPAN
2330,113,PEKERJAAN BOBOKAN / BONGKARAN
2331,113,PEKERJAAN TANAH
2332,113,PEKERJAAN PONDASI & BETON
2333,113,PEKERJAAN PASANGAN
2334,113,PEKERJAAN BESI
2335,113,PEKERJAAN TAMBAHAN
2336,113,PEKERJAAN KERAMIK
2337,113,PEKERJAAN PLUMBING
2338,113,PEKERJAAN SANITARY & ACECORIES
2339,113,PEKERJAAN ATAP
2340,113,"PEKERJAAN KUSEN, PINTU & KACA"
2341,113,PEKERJAAN FINISHING
2342,113,PEKERJAAN AREA TERBUKA
2360,168,PEKERJAAN PERSIAPAN
2361,168,PEKERJAAN TANAH
2362,168,PEKERJAAN PONDASI & BETON
2363,168,PEKERJAAN TAMBAHAN
2364,168,PEKERJAAN PASANGAN
2365,168,PEKERJAAN FINISHING
2366,168,PEKERJAAN BOBOKAN / BONGKARAN
2367,30,PEKERJAAN PERSIAPAN
2368,30,PEKERJAAN BOBOKAN / BONGKARAN
2369,30,PEKERJAAN TANAH
2370,30,PEKERJAAN PONDASI & BETON
2371,30,PEKERJAAN PASANGAN
2372,30,PEKERJAAN BESI
2373,30,PEKERJAAN KERAMIK
2374,30,PEKERJAAN PLUMBING
2375,30,PEKERJAAN SANITARY & ACECORIES
2376,30,PEKERJAAN ATAP
2377,30,"PEKERJAAN KUSEN, PINTU & KACA"
2378,30,PEKERJAAN FINISHING
2379,30,PEKERJAAN BEANSPOT
2380,30,PEKERJAAN AREA TERBUKA
2381,30,PEKERJAAN TAMBAHAN
2382,30,PEKERJAAN JANITOR
2472,158,INSTALASI
2473,158,FIXTURE
2474,158,PEKERJAAN TAMBAHAN
2567,83,PEKERJAAN BESI
2568,83,PEKERJAAN JANITOR
2569,83,PEKERJAAN ATAP
